systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
boundaries;_boundaries;B64;10;(40.98,45.22);ARM/AZE;b.064;
boundaries;_boundaries;B65;161;(40.38,45.53);ARM/GEO,AZE;b.065;
boundaries;_boundaries;B66;16;(11.39,42.86);DJI/ERI,ETH,SOM;b.066;
boundaries;_boundaries;B67;73;(2.87,42.03);SOM/KEN,ETH;b.067;
boundaries;_boundaries;B68;43;(0.99,36.51);KEN/TZA,UGA,SDN,ETH,SOM;b.068;
boundaries;_boundaries;B69;39;(10.90,35.32);SDN/ETH,ERI;b.069;
boundaries;_boundaries;B70;85;(12.54,26.96);SDN/EGY,LBY,TCD,CAF,COD,UGA;b.070;
boundaries;_boundaries;B71;84;(5.68,19.17);CAF/TCD,CMR,COG,COD;b.071;
boundaries;_boundaries;B72;28;(13.47,15.01);TCD/NER,NGA,CMR;b.072;
boundaries;_boundaries;B73;34;(8.39,11.85);NGA/CMR;b.073;
boundaries;_boundaries;B74;35;(11.44,6.60);NGA/BEN,NER;b.074;
boundaries;_boundaries;B75;21;(10.22,1.90);BEN/BFA,NER;b.075;
boundaries;_boundaries;B76;119;(15.19,-5.77);MLI/DZA,NER,BFA,CIV,GIN,SEN,MRT;b.076;
boundaries;_boundaries;B77;30;(31.00,-4.81);MAR/ESH,DZA;b.077;
boundaries;_boundaries;B78;14;(24.06,-12.36);ESH/MAR,DZA;b.078;
boundaries;_boundaries;B79;21;(8.85,-2.36);CIV,BFA/GHA,TGO;b.079;
boundaries;_boundaries;B80;38;(7.78,-9.86);SLE,LBR/GIN,CIV;b.080;
boundaries;_boundaries;B81;19;(8.80,0.45);GHA/TGO;b.081;
boundaries;_boundaries;B82;10;(2.23,11.62);CMR/GNQ,GAB;b.082;
boundaries;_boundaries;B83;7;(1.24,10.48);GNQ/GAB;b.083;
boundaries;_boundaries;B84;48;(-0.19,13.75);CMR,GAB/COG;b.084;
boundaries;_boundaries;B85;86;(-6.83,28.59);COD/ZMB,TZA,BDI,RWA,UGA;b.085;
boundaries;_boundaries;B86;44;(-1.76,16.01);COG,CFA/COD;b.086;
